channel,text,media,method,scheduled_at
YOUR_CHANNEL_ID,"Dev Log #33: macEntropy is the RNG we built for the TLS stack. OS 9 has no /dev/random. We seed from mouse position, tick count, memory state, process timing — everything that varies between runs. TLS without a good RNG is not TLS. https://github.com/mplsllc/macsurf",false,schedule,2026-07-06T09:00:00-04:00
YOUR_CHANNEL_ID,"Dev Log #34: TLS session resumption: after a first connection, the handshake state is cached. Next connection skips the key exchange. Verified against 68kmla.org — binder accepted, cert verify skipped, app data over resumed keys. https://github.com/mplsllc/macsurf",false,schedule,2026-07-06T16:15:00-04:00
YOUR_CHANNEL_ID,"Dev Log #35: HKDF expand: br_hmac_out always writes the full hash length. Sub-digest outputs like 12-byte IVs, pointed at a 12-byte buffer, overflow into adjacent key material. Fix: scratch buffer, then memcpy. A completed handshake is NOT proof the keys are right. https://github.com/mplsllc/macsurf",false,schedule,2026-07-07T08:45:00-04:00
YOUR_CHANNEL_ID,"OS 9 History: The Power Mac G4 was sold in 2001 as a ""supercomputer."" Apple filed an export control challenge because the G4 exceeded the FLOPS threshold for classified weapons technology. You couldn't legally export one to certain countries. Now it runs MacSurf. https://macsurf.org",false,schedule,2026-07-07T16:45:00-04:00
YOUR_CHANNEL_ID,Dev Log #36: The image fetcher had no memory safety on large files. Loading a high-res JPEG would try to decode a multi-MB bitmap into a 64MB heap that's already half full. Added a 512KB abort threshold. Heap crashes dropped to zero. https://github.com/mplsllc/macsurf,false,schedule,2026-07-08T08:30:00-04:00
YOUR_CHANNEL_ID,Dev Log #37: PNG alpha transparency on Classic QuickDraw: QTNewGWorld with 32-bit ARGB format returns error -157 on OS 9. That pixel format is QuickTime 6 / Mach-O only. So we implemented alpha compositing ourselves in a 32-bit GWorld. https://github.com/mplsllc/macsurf,false,schedule,2026-07-08T15:30:00-04:00
YOUR_CHANNEL_ID,"Dev Log #38: After every image decode, the source data buffer was sitting in the cache. For a session loading dozens of images, this added up fast. One line: free the source buffer after decode. The heap stays clean. https://github.com/mplsllc/macsurf",false,schedule,2026-07-09T09:00:00-04:00
YOUR_CHANNEL_ID,"Dev Log #39: We abort HTTP downloads over 512KB to protect the heap. The abort was only wired on the HTTPS side. On plain HTTP, large downloads still crashed. Found it the hard way. Now both fetchers gate on the same threshold. https://github.com/mplsllc/macsurf",false,schedule,2026-07-09T16:00:00-04:00
YOUR_CHANNEL_ID,"Dev Log #40: Chunked transfer encoding: the server sends data with a hex length prefix, you read that many bytes, read the CRLF, repeat until the zero-length chunk. Implemented in C89 over Open Transport. Works on OS 9. https://github.com/mplsllc/macsurf",false,schedule,2026-07-10T08:45:00-04:00
YOUR_CHANNEL_ID,"OS 9 History: Mac OS 9.2.2 shipped in December 2001. It was the last release of Classic Mac OS. Apple never announced it as the final version — no ceremony, no press release. It just stopped. The OS 9 era ended quietly while everyone was looking at OS X.",false,schedule,2026-07-10T16:30:00-04:00
YOUR_CHANNEL_ID,"Dev Log #41: HTTP keep-alive — reuse the TCP connection for the next request instead of tearing it down. On OS 9 with Open Transport, managing the pool means tracking state across cooperative yields by hand. Saves a lot of round trips. https://github.com/mplsllc/macsurf",false,schedule,2026-07-11T09:15:00-04:00
YOUR_CHANNEL_ID,"Dev Log #42: OTInitDNSAddress — one call, Open Transport resolves the hostname and port together. Compared to: resolve IP, create an inet address struct, fill in the port separately. Small API detail. The difference is readable code. https://github.com/mplsllc/macsurf",false,schedule,2026-07-11T17:00:00-04:00
YOUR_CHANNEL_ID,"Dev Log #43: When Open Transport blocks on a synchronous call, it fires kOTSyncIdleEvent. We respond by calling YieldToAnyThread(). The app stays cooperative without touching the event loop from inside the fetch. https://github.com/mplsllc/macsurf",false,schedule,2026-07-12T08:30:00-04:00
YOUR_CHANNEL_ID,Dev Log #44: Every NetSurf fetcher must call both fetch_remove_from_queues() AND fetch_free() after a terminal callback. Call only fetch_free() and the handle stays in the ring as a dangling pointer. The next ring walk reads freed memory. https://github.com/mplsllc/macsurf,false,schedule,2026-07-12T15:45:00-04:00
YOUR_CHANNEL_ID,"Dev Log #45: Aborted-while-queued fetches: if the abort flag isn't checked before the state-based early-return, aborted fetches stay in the ring forever. Symptom: browser stops after about three pages. The abort check has to come first. https://github.com/mplsllc/macsurf",false,schedule,2026-07-13T09:00:00-04:00
YOUR_CHANNEL_ID,"OS 9 History: iCab was a German-made browser for Classic Mac OS that outlasted everything else. Small, fast, and it had a smiley face in the toolbar that turned sad when the page had invalid HTML. Ahead of its time and trapped on a platform nobody was updating.",false,schedule,2026-07-13T16:15:00-04:00
YOUR_CHANNEL_ID,"Dev Log #46: Without the 'carb' resource, CFM treats the binary as classic PEF. CarbonLib doesn't load as a dependency. Any InContext Open Transport call enters an uninitialized context and crashes. One 2-byte resource fixes all of it. https://github.com/mplsllc/macsurf",false,schedule,2026-07-14T08:45:00-04:00
YOUR_CHANNEL_ID,"Dev Log #47: CSS Grid on OS 9: track sizing, fr units, gap, column/row spans, explicit placement. libcss parses the declarations, our layout engine distributes the tracks. XenForo, news sites, documentation — all render correctly. https://macsurf.org",false,schedule,2026-07-14T16:45:00-04:00
YOUR_CHANNEL_ID,"Dev Log #48: CSS Flexbox: main axis, cross axis, wrapping, alignment, gap. Ported to C89 and wired into the NetSurf layout engine on a G3. flex-direction, justify-content, align-items. Modern layout primitives running on 1999 hardware. https://macsurf.org",false,schedule,2026-07-15T08:30:00-04:00
YOUR_CHANNEL_ID,"Dev Log #49: CSS transforms on OS 9: translate(), scale(), rotate(). QuickDraw doesn't support matrix transforms natively. We apply them at paint time using fixed-point math, carefully working around the int64 miscompile bug in CW8. https://github.com/mplsllc/macsurf",false,schedule,2026-07-15T15:30:00-04:00
YOUR_CHANNEL_ID,Dev Log #50: border-radius and box-shadow both work. border-radius is clipped using QuickDraw region intersection. box-shadow draws a blurred rect behind the element. Neither was in the original NetSurf codebase for OS 9. We wrote it. https://github.com/mplsllc/macsurf,false,schedule,2026-07-16T09:00:00-04:00
YOUR_CHANNEL_ID,"OS 9 History: The Carbon API was Apple's bridge — write Carbon C code, it runs on OS 9 AND OS X. Designed to give developers a migration path without a full rewrite. MacSurf uses Carbon. The same binary could theoretically run on early OS X. https://macsurf.org",false,schedule,2026-07-16T16:00:00-04:00
YOUR_CHANNEL_ID,"Dev Log #51: CSS gradients — linear and radial — render on the G3. We rasterize the gradient into a GWorld pixel by pixel at layout time, then blit it. Slow for very large elements, but for typical card backgrounds: fast enough. https://macsurf.org",false,schedule,2026-07-17T08:45:00-04:00
YOUR_CHANNEL_ID,"Dev Log #52: PNG, JPEG, GIF, BMP, TIFF — all five image handlers work on OS 9. Each decodes to a GWorld, composites alpha if present, hands the bitmap to the layout engine. Images load on real websites. This was a long road. https://macsurf.org",false,schedule,2026-07-17T16:30:00-04:00
YOUR_CHANNEL_ID,"Dev Log #53: libdom is 95 .c files — the DOM implementation. Every file had to be C89 clean. Tracking down designated initializers, inline keywords, and C99 variable-in-for across 95 files took weeks. Now the HTML parser has a real DOM to build into. https://github.com/mplsllc/macsurf",false,schedule,2026-07-18T09:15:00-04:00
YOUR_CHANNEL_ID,"Dev Log #54: libhubbub is the HTML5 parser — 30 .c files, a hand-written state machine that handles malformed HTML the same way modern browsers do. Porting it to CW8 C89 meant converting everything CW8 doesn't understand. It parses everything. https://github.com/mplsllc/macsurf",false,schedule,2026-07-18T17:00:00-04:00
YOUR_CHANNEL_ID,"Dev Log #55: The address bar prepends http:// if you don't type a scheme. Routes through nsurl_create for full URL normalization — percent encoding, path canonicalization, scheme lowercasing. Sounds boring. It's load-bearing. https://github.com/mplsllc/macsurf",false,schedule,2026-07-19T08:30:00-04:00
YOUR_CHANNEL_ID,"OS 9 History: Netscape 4 for Mac OS 9 was the dominant browser in 1999. It supported CSS 1 poorly, crashed constantly, and the entire web was coded around its bugs. When Netscape 4 died, the web got better. OS 9 users had nothing left.",false,schedule,2026-07-19T15:45:00-04:00
YOUR_CHANNEL_ID,Dev Log #56: TENew (TextEdit) crashes with a memory error if SetWRefCon hasn't been called on the window first. GetWRefCon returns garbage on a fresh window. TextEdit dereferences it. The fix is two lines before TENew. Three days to find. https://github.com/mplsllc/macsurf,false,schedule,2026-07-20T09:00:00-04:00
YOUR_CHANNEL_ID,Dev Log #57: We renamed dispatch.c to s_dispatch.c to avoid a symbol clash in CW8's flat namespace. A later commit re-added a stale dispatch.c. Shipping updates only to dispatch.c was invisible to the build. Both files have to stay in sync. https://github.com/mplsllc/macsurf,false,schedule,2026-07-20T16:15:00-04:00
YOUR_CHANNEL_ID,Dev Log #58: New fields in css_computed_style_i must go at the end. Adding one in the middle shifts every field after it. CW8 misses the recompile sometimes. Old .o files link fine. At runtime the layout engine reads the wrong offsets and crashes. https://github.com/mplsllc/macsurf,false,schedule,2026-07-21T08:45:00-04:00
YOUR_CHANNEL_ID,Dev Log #59: row-gap and column-gap share the same storage slot in our libcss port. gap: 20px 40px silently loses the first value. Both axes get 40px. Fixing it properly requires a new CSS property enum and a bit-packing audit. Deferred. https://github.com/mplsllc/macsurf,false,schedule,2026-07-21T16:45:00-04:00
YOUR_CHANNEL_ID,"Dev Log #60: In CW8 PPC, int32_t is long, not int. int* and long* are incompatible types and CW8 is strict about it. Autogenerated libcss files had int* ctx where the rest of the codebase used int32_t* ctx. Hard error, not a warning. https://github.com/mplsllc/macsurf",false,schedule,2026-07-22T08:30:00-04:00
YOUR_CHANNEL_ID,OS 9 History: HFS+ shipped with Mac OS 8.1 in 1998. The original HFS had a file limit per volume so low that a large hard drive wasted enormous space in allocation blocks. HFS+ was Apple's filesystem until APFS in 2017. The Mac running MacSurf still uses it.,false,schedule,2026-07-22T15:30:00-04:00
YOUR_CHANNEL_ID,"Dev Log #61: C89 forbids casting to union types. (css_fixed_or_calc)0 — readable code — is a hard error in CW8. Fix: declare a local variable of the union type, assign the field, pass it. More words. Same meaning. Compiles. https://github.com/mplsllc/macsurf",false,schedule,2026-07-23T09:00:00-04:00
YOUR_CHANNEL_ID,Dev Log #62: Forward enum declarations (enum foo;) are illegal in C89. A C99 header used one to break a circular include. The fix was to include the full header earlier in the chain. CW8 gives you no grace period — it just fails. https://github.com/mplsllc/macsurf,false,schedule,2026-07-23T16:00:00-04:00
YOUR_CHANNEL_ID,"Dev Log #63: plotters.c used to find the current window by calling GetPort() and casting to WindowRef. Works fine until any code calls SetGWorld(offscreen, NULL). Then the cast reads garbage. Every draw call fired but nothing appeared on screen. https://github.com/mplsllc/macsurf",false,schedule,2026-07-24T08:45:00-04:00
YOUR_CHANNEL_ID,"Dev Log #64: Any new CSS visual property — gradient, shadow, outline — has to register in html_redraw_box_has_background or it silently no-ops when the element has no background-color. It's a gate. You're either in the list or nothing draws. https://github.com/mplsllc/macsurf",false,schedule,2026-07-24T16:30:00-04:00
YOUR_CHANNEL_ID,Dev Log #65: Originally the scrollbar moved by one text line per click. Wiring in content_get_height() for pixel-based scroll made the bar track actual content position. Pages scroll smoothly now. It was a bigger change than it sounds. https://github.com/mplsllc/macsurf,false,schedule,2026-07-25T09:15:00-04:00
YOUR_CHANNEL_ID,"OS 9 History: The Classic environment in OS X let you run OS 9 apps inside a compatibility layer. Apple removed it entirely in OS X 10.5 Leopard in 2007. After that, if you needed OS 9, you needed actual OS 9 hardware.",false,schedule,2026-07-25T17:00:00-04:00
YOUR_CHANNEL_ID,"Dev Log #66: Early in development the title bar was the only debug output that worked reliably. Function name, hex value, state flag — updated in real time on hardware. We still use it alongside the file-backed log. https://github.com/mplsllc/macsurf",false,schedule,2026-07-26T08:30:00-04:00
YOUR_CHANNEL_ID,"Dev Log #67: NSLOG in NetSurf uses GNU variadic macros. CW8 C89 doesn't officially support them — except it does, as a pre-C99 extension. One correct macro definition. 200+ compile errors gone. https://github.com/mplsllc/macsurf",false,schedule,2026-07-26T15:45:00-04:00
YOUR_CHANNEL_ID,Dev Log #68: CW8 fails to complete a struct that has a named enum declared inside it. Anonymous enums inside structs work fine. Named ones leave the struct incomplete. Hoisting the enum before the struct definition fixes it. https://github.com/mplsllc/macsurf,false,schedule,2026-07-27T09:00:00-04:00
YOUR_CHANNEL_ID,"Dev Log #69: Shim headers that claim the real header's include guard but don't define the types silently block the real header. CW8 finds the shim first, sets the guard, then skips the real header. Incomplete type errors on structs the shim never declared. https://github.com/mplsllc/macsurf",false,schedule,2026-07-27T16:15:00-04:00
YOUR_CHANNEL_ID,"Dev Log #70: The CW8 access path puts our shim html/html.h before the real one. If the shim sets the real guard without defining struct html_script, every file that includes it gets an empty substitution. The shim must forward to the real header. https://github.com/mplsllc/macsurf",false,schedule,2026-07-28T08:45:00-04:00
YOUR_CHANNEL_ID,"OS 9 History: The Appearance Manager in Mac OS 8/9 introduced themes to the Classic Mac UI. The Platinum look — that gray, beveled, tactile chrome — defined late-90s Macs. MacSurf's window lives inside that same Platinum chrome. https://macsurf.org",false,schedule,2026-07-28T16:45:00-04:00
YOUR_CHANNEL_ID,"Dev Log #71: MacSurf.mcp has ~470 .c files. libcss alone is 303. libdom is 95. libhubbub is 30. libparserutils is 15. Plus 12 frontend files, 5 shims, 10 NetSurf core files. Every one was audited for C89 compliance and ported by hand. https://github.com/mplsllc/macsurf",false,schedule,2026-07-29T08:30:00-04:00
YOUR_CHANNEL_ID,"Dev Log #72: Target hardware: G3 iMac, Mac OS 9.2.2, 64MB RAM. That 64MB includes the OS, the browser binary, the render tree, all decoded images, the JavaScript heap, and the TLS state. Every allocation decision matters. There is no swap space. https://macsurf.org",false,schedule,2026-07-29T15:30:00-04:00
YOUR_CHANNEL_ID,"Dev Log #73: Cooperative multitasking teaches you that yield points are a first-class design decision. Every blocking operation has to hand back control explicitly. Once you internalize that, the code gets cleaner — because the cost is visible. https://github.com/mplsllc/macsurf",false,schedule,2026-07-30T09:00:00-04:00
YOUR_CHANNEL_ID,Dev Log #74: The architecture: HTTP and HTTPS fetch directly from the Mac to the origin. No proxy. The TLS stack is native C linked into the binary. CSS via a port of libcss. HTML via libhubbub. JS via Duktape. All on the G3. https://macsurf.org,false,schedule,2026-07-30T16:00:00-04:00
YOUR_CHANNEL_ID,"Dev Log #75: mactrove.com was causing 15 full layout reformats per page load — one for every subresource that finished. Each reformat walks the full render tree. Fix: coalesce them, trigger once when the last resource is done. https://github.com/mplsllc/macsurf",false,schedule,2026-07-31T08:45:00-04:00
YOUR_CHANNEL_ID,OS 9 History: The first iMac G3 revision had no Ethernet — just a modem. Getting online meant dial-up. Later revisions added Ethernet and AirPort. The one running MacSurf has Ethernet. That's how a 1999 machine reaches the real web in 2026. https://macsurf.org,false,schedule,2026-07-31T16:30:00-04:00
YOUR_CHANNEL_ID,"Dev Log #76: The JS probe page tests 19 browser APIs: setTimeout, fetch, localStorage, URL, classList, MutationObserver, DOMParser, FormData, history.pushState, and more. Scores 19/19 on a G3 iMac. All on-device. https://macsurf.org",false,schedule,2026-08-01T09:15:00-04:00
YOUR_CHANNEL_ID,"Dev Log #77: MutationObserver on a G3 iMac running OS 9. We implemented the spec: observe a node, queue the mutations, fire the callback on the next microtask. SPAs use this everywhere. It works. The Mac keeps up. https://github.com/mplsllc/macsurf",false,schedule,2026-08-01T17:00:00-04:00
YOUR_CHANNEL_ID,"Dev Log #78: localStorage.setItem / getItem on Mac OS 9. Backed by a flat file in the preferences folder — serialize to JSON, write to disk, parse on next launch. Sites that depend on local state work across sessions. https://github.com/mplsllc/macsurf",false,schedule,2026-08-02T08:30:00-04:00
YOUR_CHANNEL_ID,"Dev Log #79: fetch() as a browser API — returns a Promise, resolves with a Response, .json(), .text(). Wired to our real HTTP and HTTPS fetchers. Sites that use fetch instead of XMLHttpRequest just work. On a G3. https://github.com/mplsllc/macsurf",false,schedule,2026-08-02T15:45:00-04:00
YOUR_CHANNEL_ID,"Dev Log #80: new URL('https://example.com/path?q=1') parses correctly. URLSearchParams.get('q') returns '1'. ES2015 globals that sites use constantly. Implemented in C89 glue code wired to Duktape. Small surface area, big compat gain. https://github.com/mplsllc/macsurf",false,schedule,2026-08-03T09:00:00-04:00
YOUR_CHANNEL_ID,"OS 9 History: The web was built assuming you had Windows. The Mac IE team had to fight to get CSS support taken seriously. When Microsoft shut down Mac IE in 2003, the message was clear: the web was moving on and old hardware wasn't invited.",false,schedule,2026-08-03T16:15:00-04:00
YOUR_CHANNEL_ID,"Dev Story #1: The first JavaScript output on Classic Mac OS was ""Hello from Duktape on Mac OS 9!"" on April 15, 2026. A G3 iMac from 1998. Then it drew an ASCII Mandelbrot fractal. It had never been done before on this platform. https://macsurf.org",false,schedule,2026-08-04T08:45:00-04:00
